file,num,CDPSA,GD,IGD,HV,GS,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.105299117,0.007188717,0.032055527,0.035216981,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.097903587,0.006653437,0.060116475,0.036961299,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.113713711,0.006369581,0.108539061,0.036073745,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.09476948,0.008199451,0.03472764,0.043586552,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.101688055,0.007315083,0.107581069,0.036351069,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.104294594,0.00572353,0.238256915,0.033300955,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.109481235,0.005073188,0.260524445,0.039115603,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.108795708,0.005056994,0.319544794,0.032268011,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.10004486,0.005161095,0.323129406,0.033230779,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.10165819,0.006162933,0.027642891,0.036750686,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.098539024,0.005909485,0.144032803,0.035333984,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.116695502,0.00436635,0.293014284,0.035664974,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.114282464,0.005349859,0.236325801,0.037864734,,,,,,,,,,,,,,,
DTLZ2,8,PSA,0.105951994,0.00676002,0.058828494,0.040184683,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.100204189,0.008827746,0.024105687,0.050760565,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.100470561,0.008366727,0.002004997,0.065286343,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.100133224,0.00855493,0.010853456,0.069569519,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.101903705,0.009896311,0.007705835,0.058975849,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.096773235,0.008511965,0.020101597,0.058579836,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.108363883,0.008900759,0.00493269,0.066621621,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.099389137,0.009273337,0.029136794,0.056833341,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.099342157,0.008859535,0.004205604,0.051388633,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.108056544,0.008865749,0.011096212,0.054447947,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.099517075,0.007970027,0.0097013,0.055625203,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.109121909,0.009143122,0.003671994,0.059553415,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.101574033,0.009963905,0.006504418,0.051656686,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.103441681,0.008299965,0.004561647,0.068572774,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.100783914,0.009236215,0.019188928,0.049641118,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.099806111,0.008654459,0.008615833,0.066128713,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.09779006,0.007511678,0.023616487,0.066514129,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.09979019,0.007628974,0.005757459,0.058916158,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.098113602,0.00708733,0.000963875,0.073656004,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.099549968,0.009680994,0.013593352,0.057891593,,,,,,,,,,,,,,,
DTLZ2,10,CD,0.097627757,0.007778624,0.051678501,0.050640382,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.114548948,0.005990627,0.161321336,0.040528007,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.121621561,0.004896375,0.310011799,0.037515756,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.12475952,0.006205366,0.100620545,0.035823791,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.115355661,0.006819291,0.152564161,0.035756527,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.120368395,0.005349168,0.361078252,0.03389271,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.121575481,0.005932695,0.194375352,0.035848284,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.117173121,0.005374434,0.273109907,0.033725662,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.124233239,0.00581543,0.266953452,0.037996204,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.120780174,0.006856815,0.22219326,0.035327749,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.125858141,0.005440972,0.354785276,0.036023912,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.12170096,0.005371751,0.303096565,0.033751817,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.116498776,0.00549368,0.234077932,0.03645216,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.121877589,0.005743999,0.311398141,0.035650887,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.122137791,0.006826072,0.037778158,0.036136277,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.117476951,0.005097497,0.295865762,0.033228922,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.121453997,0.006286248,0.155280679,0.035704179,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.123022515,0.005909686,0.190536498,0.039257368,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.120479856,0.007677687,0.01927335,0.042000373,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.116786489,0.006876515,0.128825617,0.036470746,,,,,,,,,,,,,,,
DTLZ2,10,PSA,0.110898479,0.009592146,0.018602322,0.045013633,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.101650912,0.009249506,0.035538646,0.060992793,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.107696713,0.009664025,0.003456738,0.065345112,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.100568113,0.00955217,0.009630281,0.073421619,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.098211098,0.008670312,0.007594664,0.087270481,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.100572351,0.008603829,0.094634525,0.066493113,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.103641141,0.007938593,0.002587527,0.083176728,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.103307744,0.009765823,0.017300916,0.065195199,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.10472715,0.009173909,0.002109816,0.083845237,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.100276584,0.007950642,0.023387625,0.103794984,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.101930047,0.008227463,0.001154139,0.11096471,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.102325898,0.00781285,0.05088291,0.064238031,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.103301604,0.007377285,0.038918687,0.071886407,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.102787441,0.009433305,0.010765032,0.073494203,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.106458735,0.009333548,0.003635786,0.06464919,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.105122729,0.010474052,0.003115001,0.06754396,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.098785861,0.008017159,0.006994558,0.077099302,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.102169747,0.007788963,0.063683603,0.073944691,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.100070079,0.007383197,0.025032886,0.070645,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.100853598,0.009160961,0.008984709,0.086776213,,,,,,,,,,,,,,,
DTLZ2,12,CD,0.102549089,0.008467353,0.006415944,0.081296463,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.135328193,0.006433711,0.203256149,0.031883311,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.124000292,0.007139647,0.032585792,0.047928935,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.127787878,0.005995124,0.174623622,0.037773488,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.130647644,0.005371169,0.508873606,0.032851254,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.129923087,0.005095905,0.265056194,0.033617356,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.123739082,0.005968161,0.295765399,0.036322134,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.131216275,0.006149804,0.198127319,0.035197751,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.127076439,0.00655827,0.117767449,0.043275782,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.131900745,0.009900182,0.153525202,0.038213789,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.136740296,0.005668147,0.147109449,0.032780871,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.125720225,0.005912683,0.114878493,0.037730801,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.128550252,0.006007119,0.192289326,0.041204235,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.136530997,0.005936149,0.251225739,0.035925438,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.139547785,0.005315039,0.097744782,0.043141705,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.126251403,0.005952777,0.300222378,0.038070156,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.126204076,0.005237566,0.281924424,0.042093174,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.137447517,0.006041563,0.494361554,0.032261957,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.127425563,0.008434492,0.014254884,0.045721175,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.137406979,0.006043793,0.221556101,0.039700526,,,,,,,,,,,,,,,
DTLZ2,12,PSA,0.12693853,0.00601578,0.202486735,0.032717206,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.102336182,0.009400578,0.00500845,0.110535939,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.10678986,0.008921371,0.00247024,0.104167391,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.10415807,0.009366029,0.003394966,0.103068035,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.105524297,0.009857346,0.000504256,0.124903107,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.105254381,0.009348911,0.00353692,0.102553452,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.103487675,0.009450633,0.002750957,0.115647344,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.106362804,0.009455237,0.026507139,0.097082768,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.111173693,0.00889513,0.047194264,0.083950928,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.105186627,0.009108341,0.021001766,0.107239995,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.10447683,0.009100695,0.017811825,0.107466108,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.104476942,0.008385537,0.021476985,0.096947402,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.105583844,0.008604505,0.05315509,0.089015777,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.105347289,0.009306751,0.02423119,0.094050746,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.099331123,0.0084956,3.60E-07,0.134080492,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.099877095,0.009123155,0.00589225,0.129695194,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.104981085,0.007664072,0.012935277,0.088431669,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.104180707,0.009664931,0.015781874,0.092475401,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.107329877,0.007604281,0.010328345,0.101543858,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.108447699,0.009780278,0,0.113710356,,,,,,,,,,,,,,,
DTLZ2,15,CD,0.101135984,0.008099383,0.026549956,0.123966484,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.139968251,0.006531277,0.210060987,0.036876322,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.142767014,0.006584907,0.545783213,0.035931519,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.142218468,0.005876916,0.401734711,0.037670586,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.138647233,0.005798757,0.401490277,0.03864141,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.132326692,0.00602935,0.273369906,0.042575555,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.1424765,0.006535563,0.138717578,0.040163538,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.141955037,0.00734517,0.09642239,0.034553479,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.138096792,0.00690753,0.163891024,0.038775902,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.140631004,0.006438062,0.257779856,0.03459201,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.142542879,0.008791681,0.026018837,0.038650508,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.13755607,0.006291104,0.292733695,0.039674886,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.142478019,0.006116857,0.26791104,0.035354594,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.137327615,0.010463429,0.011062449,0.044687742,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.14421584,0.006150149,0.74069703,0.032595597,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.13629789,0.005910691,0.265524304,0.040242506,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.13739795,0.005647768,0.202825115,0.038289684,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.138281688,0.005728402,0.391713452,0.035009851,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.147274413,0.007685258,0.083925645,0.034819717,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.139719938,0.00558103,0.237179344,0.03975278,,,,,,,,,,,,,,,
DTLZ2,15,PSA,0.141342747,0.009316961,0.17396667,0.035192559,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.106298232,0.009720943,0.001286767,0.120495699,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.105422694,0.010388338,0.008085242,0.103057853,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.107662109,0.010082931,0.000175388,0.099236004,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.105432309,0.008981286,0.002227863,0.096368018,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.104350291,0.009752191,0,0.118676924,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.104879302,0.00948431,0.008826974,0.113969624,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.097830212,0.007306767,0.139444847,0.119961302,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.110542172,0.009288639,0.002259272,0.090048282,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.104603998,0.01087094,0.007822692,0.09486736,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.104637718,0.009296511,0.041861989,0.089926798,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.104754934,0.009244232,0.002586032,0.091342574,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.103744109,0.009922747,0,0.123502386,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.107568158,0.009483906,0.008151431,0.100962857,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.105526064,0.009133897,0.011776523,0.10794806,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.104928312,0.007443173,0.058552417,0.116218865,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.102423011,0.008542374,0.005199389,0.116962152,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.104832325,0.009370696,0,0.129524375,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.101799117,0.009006386,0.004603105,0.111012866,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.10288243,0.007582246,0.021233488,0.089352304,,,,,,,,,,,,,,,
DTLZ2,16,CD,0.106091557,0.007793694,0.001310382,0.103500939,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.130526018,0.007425523,0.011946778,0.03803908,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.143817182,0.00598972,0.284081561,0.033167774,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.14556266,0.006608115,0.155432487,0.033613249,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.151544207,0.008715897,0.041177638,0.031537019,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.144569022,0.008463011,0.032111909,0.036863345,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.146338767,0.009030303,0.002481676,0.038082281,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.141872941,0.006540701,0.099383473,0.028320381,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.145240983,0.010451878,0.004706156,0.042981331,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.144121459,0.010088288,0.019130995,0.043399524,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.144878684,0.005951603,0.147040623,0.02868392,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.147006206,0.009372937,0.023314656,0.037696616,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.143855259,0.009116673,0.036923846,0.033003413,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.144908405,0.006034787,0.266256482,0.029782277,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.148131209,0.007276499,0.093893597,0.026169974,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.144662673,0.005974568,0.276691507,0.028448101,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.145060904,0.006124066,0.240123362,0.029760852,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.141260163,0.007789208,0.050426872,0.030362029,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.147507015,0.00766932,0.069810284,0.028834894,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.149047665,0.006930267,0.060346232,0.035500464,,,,,,,,,,,,,,,
DTLZ2,16,PSA,0.144738292,0.006142316,0.074066479,0.027971339,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.100693956,0.008975266,0.032855673,0.143185961,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.103044962,0.008452588,0.075293315,0.151950035,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.109155104,0.01119685,0.00819804,0.111765794,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.10354431,0.008722264,0.040308682,0.141586377,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.109390506,0.009535312,0,0.131496691,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.10209788,0.00759089,0.012818658,0.137770402,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.110145194,0.009915881,0.035827534,0.132986734,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.106302542,0.009461472,0.015066079,0.142892809,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.106059439,0.008645945,0.001242507,0.141797539,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.106414388,0.009536188,0.005807461,0.12371883,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.107618944,0.010028066,0.005682182,0.124174688,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.106676551,0.008895962,0.028377849,0.117355403,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.105639235,0.010437226,0.003179842,0.144324423,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.107321757,0.008606009,0.032561156,0.120212438,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.111113563,0.00887323,0.002288156,0.137357198,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.106758242,0.009526866,0.045303731,0.148451349,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.107255146,0.009309672,0.038901138,0.130170314,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.105988986,0.008734535,0.052689753,0.124170273,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.105715591,0.008730759,0.000883882,0.145956753,,,,,,,,,,,,,,,
DTLZ2,20,CD,0.108787386,0.009586349,0.00130594,0.139795056,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.149786283,0.005931061,0.587124991,0.026282123,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.150808426,0.006208291,0.503186981,0.028753225,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.153468807,0.011838896,0.002359889,0.033514832,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.142427717,0.006511458,0.337819639,0.024231524,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.151228003,0.006772284,0.327704198,0.023731287,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.151724917,0.007187549,0.066371625,0.024315905,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.140149654,0.010497929,0.140264868,0.041039898,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.152244596,0.009746586,0.031886213,0.03806719,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.152150318,0.009409472,0.043808154,0.035828472,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.153983572,0.007773534,0.111736864,0.027726144,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.148579382,0.007607631,0.157917104,0.025521722,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.150780929,0.010516894,0.014492484,0.038906055,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.152743178,0.007104554,0.263766044,0.022397382,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.147809,0.007016346,0.279541924,0.020994123,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.150234932,0.006003812,0.440045831,0.024617469,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.15303136,0.006175058,0.430846883,0.023653791,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.147451716,0.006318219,0.624718419,0.022906428,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.148818932,0.005753112,0.89955554,0.024052261,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.144268964,0.009526373,0.012645374,0.029561769,,,,,,,,,,,,,,,
DTLZ2,20,PSA,0.144651223,0.006010801,0.466936671,0.025149994,,,,,,,,,,,,,,,
